plec,wiek,wyksztalcenie,zwiazek,malzenstwo,staz,nick,czas,koop_1,koop_2,koop_3,koop_4,bot_1,bot_2,bot_3,bot_4,ocena_1,ocena_2,ocena_3,ocena_4,'q_1','q_2','q_3','q_4','q_5','q_6','q_7','q_8','q_9','q_10','q_11','q_12','q_13','q_14','q_15'
mężczyzna,32,wyższe,zwiazek_tak,malzenstwo_tak,24,tester_pk,157,6,6,6,6,wet koop,wet niekoop,niekoop,koop,niekoop,wet koop,wet koop,wet koop,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
